A new study created in memory with name: PCA_LGBM
Trial 0 finished with value: 0.8333333333333334 and parameters: {'num_leaves': 27, 'max_depth': 20, 'min_child_samples': 3}. Best is trial 0 with value: 0.8333333333333334.
Trial 2 finished with value: 1.0 and parameters: {'l1_ratio': 0.6483617037807211, 'C': 0.11016973849003106}. Best is trial 2 with value: 1.0.
Trial 3 finished with value: 1.0 and parameters: {'l1_ratio': 0.3119643281780783, 'C': 0.8409678883325349}. Best is trial 2 with value: 1.0.
Trial 4 finished with value: 0.9333333333333332 and parameters: {'l1_ratio': 0.5640439065648043, 'C': 0.054498001645624405}. Best is trial 2 with value: 1.0.
Trial 5 finished with value: 0.9555555555555555 and parameters: {'l1_ratio': 0.2681991376992757, 'C': 0.039241015547539906}. Best is trial 2 with value: 1.0.
Trial 6 finished with value: 0.9111111111111111 and parameters: {'l1_ratio': 0.6438061459676095, 'C': 0.02831955703146407}. Best is trial 2 with value: 1.0.
Trial 7 finished with value: 1.0 and parameters: {'l1_ratio': 0.37655110041992834, 'C': 0.04313662475607081}. Best is trial 2 with value: 1.0.
Trial 8 finished with value: 0.7777777777777778 and parameters: {'l1_ratio': 0.9753443777668981, 'C': 0.020277760478064004}. Best is trial 2 with value: 1.0.
Trial 9 finished with value: 1.0 and parameters: {'l1_ratio': 0.00399494648761578, 'C': 0.01618874253708103}. Best is trial 2 with value: 1.0.
Trial 10 finished with value: 1.0 and parameters: {'l1_ratio': 0.7719361010135818, 'C': 0.20525802971472595}. Best is trial 2 with value: 1.0.
Trial 11 finished with value: 1.0 and parameters: {'l1_ratio': 0.7130387353805923, 'C': 0.9585950780434324}. Best is trial 2 with value: 1.0.
Trial 12 finished with value: 1.0 and parameters: {'l1_ratio': 0.5135739185161701, 'C': 0.18536310718859958}. Best is trial 2 with value: 1.0.
Trial 13 finished with value: 1.0 and parameters: {'l1_ratio': 0.186452859109905, 'C': 0.8874461791847903}. Best is trial 2 with value: 1.0.
Trial 14 finished with value: 0.8 and parameters: {'l1_ratio': 0.4810364451635704, 'C': 0.011302815479861736}. Best is trial 2 with value: 1.0.
Trial 15 finished with value: 1.0 and parameters: {'l1_ratio': 0.8367422054610789, 'C': 0.44182020413824735}. Best is trial 2 with value: 1.0.
Trial 16 finished with value: 1.0 and parameters: {'l1_ratio': 0.595912633797774, 'C': 0.16121794409464485}. Best is trial 2 with value: 1.0.
Trial 17 finished with value: 1.0 and parameters: {'l1_ratio': 0.6625213124864073, 'C': 0.10606103317148825}. Best is trial 2 with value: 1.0.
Trial 18 finished with value: 1.0 and parameters: {'l1_ratio': 0.5379659256351994, 'C': 0.34731891733413084}. Best is trial 2 with value: 1.0.
Trial 19 finished with value: 1.0 and parameters: {'l1_ratio': 0.4294288180984823, 'C': 0.07483797050623403}. Best is trial 2 with value: 1.0.
Trial 20 finished with value: 1.0 and parameters: {'l1_ratio': 0.19348575548523114, 'C': 0.5134487137098428}. Best is trial 2 with value: 1.0.
Trial 21 finished with value: 1.0 and parameters: {'l1_ratio': 0.3845324322786952, 'C': 0.10116202790991188}. Best is trial 2 with value: 1.0.
Trial 22 finished with value: 0.9555555555555555 and parameters: {'l1_ratio': 0.4641158665252154, 'C': 0.079129278834625}. Best is trial 2 with value: 1.0.
Trial 23 finished with value: 1.0 and parameters: {'l1_ratio': 0.28578535503568264, 'C': 0.26968362643989846}. Best is trial 2 with value: 1.0.
Trial 24 finished with value: 1.0 and parameters: {'l1_ratio': 0.4243765106986158, 'C': 0.1334557088801943}. Best is trial 2 with value: 1.0.
Trial 25 finished with value: 1.0 and parameters: {'l1_ratio': 0.5926874330635138, 'C': 0.6119031713146839}. Best is trial 2 with value: 1.0.
Trial 26 finished with value: 1.0 and parameters: {'l1_ratio': 0.4998488274409978, 'C': 0.27891323282450403}. Best is trial 2 with value: 1.0.
Trial 27 finished with value: 1.0 and parameters: {'l1_ratio': 0.33324622887920685, 'C': 0.06985082236141912}. Best is trial 2 with value: 1.0.
Trial 28 finished with value: 1.0 and parameters: {'l1_ratio': 0.42416373356741743, 'C': 0.12261601316030461}. Best is trial 2 with value: 1.0.
Trial 29 finished with value: 0.9333333333333332 and parameters: {'l1_ratio': 0.31396607968890156, 'C': 0.03324040358103617}. Best is trial 2 with value: 1.0.
Trial 30 finished with value: 0.9333333333333332 and parameters: {'l1_ratio': 0.5313108508564732, 'C': 0.04934404269583642}. Best is trial 2 with value: 1.0.
Trial 31 finished with value: 1.0 and parameters: {'l1_ratio': 0.01832925236214534, 'C': 0.02498776411407211}. Best is trial 2 with value: 1.0.
Trial 32 finished with value: 1.0 and parameters: {'l1_ratio': 0.01682594884804306, 'C': 0.01818644199119722}. Best is trial 2 with value: 1.0.
Trial 33 finished with value: 1.0 and parameters: {'l1_ratio': 0.09545947596780924, 'C': 0.04193437628548905}. Best is trial 2 with value: 1.0.
Trial 34 finished with value: 0.888888888888889 and parameters: {'l1_ratio': 0.21695715508514235, 'C': 0.010622375504311988}. Best is trial 2 with value: 1.0.
Trial 35 finished with value: 0.9555555555555555 and parameters: {'l1_ratio': 0.362595924477909, 'C': 0.0524188354012194}. Best is trial 2 with value: 1.0.
Trial 36 finished with value: 1.0 and parameters: {'l1_ratio': 0.13325820291479507, 'C': 0.036836926400131184}. Best is trial 2 with value: 1.0.
Trial 37 finished with value: 1.0 and parameters: {'l1_ratio': 0.22729894497567746, 'C': 0.06202476200726279}. Best is trial 2 with value: 1.0.
Trial 38 finished with value: 1.0 and parameters: {'l1_ratio': 0.2843397096825915, 'C': 0.08458539887743846}. Best is trial 2 with value: 1.0.
Trial 39 finished with value: 1.0 and parameters: {'l1_ratio': 0.26034927338063035, 'C': 0.05656988450894963}. Best is trial 2 with value: 1.0.
Trial 40 finished with value: 0.9333333333333332 and parameters: {'l1_ratio': 0.3485697761227125, 'C': 0.03150006342569484}. Best is trial 2 with value: 1.0.
Trial 41 finished with value: 1.0 and parameters: {'l1_ratio': 0.7564719284585519, 'C': 0.15408565722369874}. Best is trial 2 with value: 1.0.
Trial 42 finished with value: 1.0 and parameters: {'l1_ratio': 0.060450821919375446, 'C': 0.20907078418625874}. Best is trial 2 with value: 1.0.
Trial 43 finished with value: 1.0 and parameters: {'l1_ratio': 0.7709832633310629, 'C': 0.6846613387556537}. Best is trial 2 with value: 1.0.
Trial 44 finished with value: 1.0 and parameters: {'l1_ratio': 0.6506493721013021, 'C': 0.09274974579391171}. Best is trial 2 with value: 1.0.
Trial 45 finished with value: 1.0 and parameters: {'l1_ratio': 0.16837835449253308, 'C': 0.7632907184454907}. Best is trial 2 with value: 1.0.
Trial 46 finished with value: 1.0 and parameters: {'l1_ratio': 0.5687535290238555, 'C': 0.9243203100263891}. Best is trial 2 with value: 1.0.
Trial 47 finished with value: 1.0 and parameters: {'l1_ratio': 0.16383164014741347, 'C': 0.40764184708716517}. Best is trial 2 with value: 1.0.
Trial 48 finished with value: 1.0 and parameters: {'l1_ratio': 0.109265206278632, 'C': 0.04213074250868635}. Best is trial 2 with value: 1.0.
Trial 49 finished with value: 1.0 and parameters: {'l1_ratio': 0.38670009027020713, 'C': 0.20026681660366813}. Best is trial 2 with value: 1.0.
A new study created in memory with name: SPCA_LR
Trial 0 finished with value: 1.0 and parameters: {'l1_ratio': 0.004465489920615906, 'C': 0.49406482037717797}. Best is trial 0 with value: 1.0.
Trial 1 finished with value: 0.33333333333333337 and parameters: {'l1_ratio': 0.8072685765689199, 'C': 0.0161263823125216}. Best is trial 0 with value: 1.0.
Trial 2 finished with value: 1.0 and parameters: {'l1_ratio': 0.01367429869103054, 'C': 0.17367955653698697}. Best is trial 0 with value: 1.0.
Trial 3 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.45793110393992065, 'C': 0.4642426327458806}. Best is trial 0 with value: 1.0.
Trial 4 finished with value: 0.9555555555555555 and parameters: {'l1_ratio': 0.16465038091803086, 'C': 0.0221930972958566}. Best is trial 0 with value: 1.0.
Trial 5 finished with value: 0.9555555555555555 and parameters: {'l1_ratio': 0.9926688211535385, 'C': 0.101640776755618}. Best is trial 0 with value: 1.0.
Trial 6 finished with value: 0.9555555555555555 and parameters: {'l1_ratio': 0.2478700705784166, 'C': 0.034413918533050196}. Best is trial 0 with value: 1.0.
Trial 7 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.49603359608282793, 'C': 0.4992251306979665}. Best is trial 0 with value: 1.0.
Trial 8 finished with value: 0.8222222222222222 and parameters: {'l1_ratio': 0.2805368571573511, 'C': 0.01677793232416684}. Best is trial 0 with value: 1.0.
Trial 9 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.3754646712129711, 'C': 0.1333756860257732}. Best is trial 0 with value: 1.0.
Trial 10 finished with value: 1.0 and parameters: {'l1_ratio': 0.04985317869265164, 'C': 0.7091288165749562}. Best is trial 0 with value: 1.0.
Trial 11 finished with value: 1.0 and parameters: {'l1_ratio': 0.04744027663800735, 'C': 0.24048704418233108}. Best is trial 0 with value: 1.0.
Trial 12 finished with value: 1.0 and parameters: {'l1_ratio': 0.07775543891912864, 'C': 0.2608804842502241}. Best is trial 0 with value: 1.0.
Trial 13 finished with value: 1.0 and parameters: {'l1_ratio': 0.17332701952018986, 'C': 0.7660777302117335}. Best is trial 0 with value: 1.0.
Trial 14 finished with value: 1.0 and parameters: {'l1_ratio': 0.029581943355838795, 'C': 0.057582661846997694}. Best is trial 0 with value: 1.0.
Trial 15 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.3277549908835352, 'C': 0.20145759250919798}. Best is trial 0 with value: 1.0.
Trial 16 finished with value: 1.0 and parameters: {'l1_ratio': 0.010574589008618837, 'C': 0.39426384548629895}. Best is trial 0 with value: 1.0.
Trial 17 finished with value: 1.0 and parameters: {'l1_ratio': 0.1679016993851214, 'C': 0.9320026548978279}. Best is trial 0 with value: 1.0.
Trial 18 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.6087701000586904, 'C': 0.13961070400648076}. Best is trial 0 with value: 1.0.
Trial 19 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.13144745425269594, 'C': 0.08433709781785817}. Best is trial 0 with value: 1.0.
Trial 20 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.2458854335945731, 'C': 0.35724611980548454}. Best is trial 0 with value: 1.0.
Trial 21 finished with value: 1.0 and parameters: {'l1_ratio': 0.014158082854638264, 'C': 0.5970474193514691}. Best is trial 0 with value: 1.0.
Trial 22 finished with value: 1.0 and parameters: {'l1_ratio': 0.10593580532324465, 'C': 0.9217812438187628}. Best is trial 0 with value: 1.0.
Trial 23 finished with value: 1.0 and parameters: {'l1_ratio': 0.10227384334201556, 'C': 0.6018257890172408}. Best is trial 0 with value: 1.0.
Trial 24 finished with value: 1.0 and parameters: {'l1_ratio': 0.007405396747240394, 'C': 0.31276132439378523}. Best is trial 0 with value: 1.0.
Trial 25 finished with value: 1.0 and parameters: {'l1_ratio': 0.23296337287849325, 'C': 0.6243212338904228}. Best is trial 0 with value: 1.0.
Trial 26 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.10466641588336259, 'C': 0.19748784294165148}. Best is trial 0 with value: 1.0.
Trial 27 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.1911006618818828, 'C': 0.3741573094298181}. Best is trial 0 with value: 1.0.
Trial 28 finished with value: 1.0 and parameters: {'l1_ratio': 0.08046126091566659, 'C': 0.7778499210100206}. Best is trial 0 with value: 1.0.
Trial 29 finished with value: 1.0 and parameters: {'l1_ratio': 0.00620057874168143, 'C': 0.4909158914727403}. Best is trial 0 with value: 1.0.
Trial 30 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.3315840397212948, 'C': 0.2833925615745514}. Best is trial 0 with value: 1.0.
Trial 31 finished with value: 1.0 and parameters: {'l1_ratio': 0.06856767037647654, 'C': 0.22688658094627132}. Best is trial 0 with value: 1.0.
Trial 32 finished with value: 1.0 and parameters: {'l1_ratio': 0.06981987776068463, 'C': 0.41142064155207114}. Best is trial 0 with value: 1.0.
Trial 33 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.15988614039827953, 'C': 0.2929579802877618}. Best is trial 0 with value: 1.0.
Trial 34 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.19739578461759355, 'C': 0.1898861697344388}. Best is trial 0 with value: 1.0.
Trial 35 finished with value: 1.0 and parameters: {'l1_ratio': 0.14139204185742407, 'C': 0.5071184070085939}. Best is trial 0 with value: 1.0.
Trial 36 finished with value: 1.0 and parameters: {'l1_ratio': 0.05796896201404947, 'C': 0.36194424042422696}. Best is trial 0 with value: 1.0.
Trial 37 finished with value: 0.9555555555555555 and parameters: {'l1_ratio': 0.0008294459336516471, 'C': 0.010350027729053017}. Best is trial 0 with value: 1.0.
Trial 38 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.12221275084261302, 'C': 0.15921169733060644}. Best is trial 0 with value: 1.0.
Trial 39 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.2169492577892436, 'C': 0.2899969110852913}. Best is trial 0 with value: 1.0.
Trial 40 finished with value: 1.0 and parameters: {'l1_ratio': 0.050655186862760375, 'C': 0.24772980508120257}. Best is trial 0 with value: 1.0.
Trial 41 finished with value: 1.0 and parameters: {'l1_ratio': 0.06001306787880037, 'C': 0.24896409940930225}. Best is trial 0 with value: 1.0.
Trial 42 finished with value: 1.0 and parameters: {'l1_ratio': 0.11291681732712583, 'C': 0.4589483429100741}. Best is trial 0 with value: 1.0.
Trial 43 finished with value: 1.0 and parameters: {'l1_ratio': 0.05354300660945291, 'C': 0.16950948012454145}. Best is trial 0 with value: 1.0.
Trial 44 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.1565188369298129, 'C': 0.13051934900562223}. Best is trial 0 with value: 1.0.
Trial 45 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.2805030811148625, 'C': 0.2274367633747701}. Best is trial 0 with value: 1.0.
Trial 46 finished with value: 1.0 and parameters: {'l1_ratio': 0.04307861820633543, 'C': 0.10871505444341757}. Best is trial 0 with value: 1.0.
Trial 47 finished with value: 0.9777777777777779 and parameters: {'l1_ratio': 0.19961662103533886, 'C': 0.3186942260978494}. Best is trial 0 with value: 1.0.
Trial 48 finished with value: 1.0 and parameters: {'l1_ratio': 0.13587259877841426, 'C': 0.41363645910632546}. Best is trial 0 with value: 1.0.
Trial 49 finished with value: 1.0 and parameters: {'l1_ratio': 0.08745576341798934, 'C': 0.6748458465329824}. Best is trial 0 with value: 1.0.
A new study created in memory with name: GSPCA_LR
Trial 0 finished with value: 0.7333333333333332 and parameters: {'l1_ratio': 0.9075273948867012, 'C': 0.5523160255282403}. Best is trial 0 with value: 0.7333333333333332.
Trial 1 finished with value: 0.6444444444444444 and parameters: {'l1_ratio': 0.9255612305813931, 'C': 0.07864901051267906}. Best is trial 0 with value: 0.7333333333333332.
Trial 2 finished with value: 0.42222222222222217 and parameters: {'l1_ratio': 0.26592278533520497, 'C': 0.010317205113196004}. Best is trial 0 with value: 0.7333333333333332.
Trial 3 finished with value: 0.5555555555555556 and parameters: {'l1_ratio': 0.7893824723006074, 'C': 0.04594374972739655}. Best is trial 0 with value: 0.7333333333333332.
Trial 4 finished with value: 0.7333333333333332 and parameters: {'l1_ratio': 0.5057199309090272, 'C': 0.4937422555803853}. Best is trial 0 with value: 0.7333333333333332.
Trial 5 finished with value: 0.711111111111111 and parameters: {'l1_ratio': 0.18977585216821136, 'C': 0.03646635631523857}. Best is trial 0 with value: 0.7333333333333332.
